timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2024-09-07T09:51:15,codecarbon,77a8fdeb-f497-47b3-b653-4f00910a221c,1218.22163271904,0.0005134661816877477,4.2148831370011394e-07,42.5,0.0,377.78894233703613,0.020083789381219283,0,0.1959107229201696,0.2159945123013888,Canada,CAN,quebec,,,Linux-5.15.0-119-generic-x86_64-with-glibc2.35,3.10.12,2.3.5,160,Intel(R) Xeon(R) Platinum 8380 CPU @ 2.30GHz,,,-71.2,46.8,1007.4371795654297,machine,N,1.0
